"Authors","Article Title","Source Title","Publication Year","DOI","Document Type","Institution Address","Institution","Country"
"Mueller-Sepulveda, Andrea; Chevecich, Camila Cid; Jara, Jose A.; Belmar, Carolina; Sandoval, Pablo; Meyer, Rocio Santander; Quijada, Raul; Moura, Sidnei; Lopez-Munoz, Rodrigo; Diaz-Dosque, Mario; Molina-Berrios, Alfredo","Chemical Characterization of Lavandula dentata Essential Oil Cultivated in Chile and Its Antibiofilm Effect against Candida albicans","PLANTA MEDICA","2020.0","10.1055/a-1201-3375","Article","Univ Chile, Fac Dent, Inst Res Dent Sci ICOD, Santiago, ChileUniv OHiggins, Inst Agrifood Anim & Environm Sci, Rancagua, ChileUniv Santiago Chile, Fac Chem & Biol, Dept Environm Sci, Santiago, ChileUniv Chile, Fac Phys & Math Sci, Santiago, ChileUniv Caixas do Sul, Biotechnol Inst, Lab Biotechnol Nat & Synthet Prod, Caixas Do Sul, BrazilUniv Austral Chile, Fac Vet Sci, Inst Pharmacol & Morphophysiol, Valdivia, Chile","Univ Caixas do Sul","Brazil"
"Araujo-Baptista, Liliana; Vimos-Sisa, Katerine; Cruz-Tenempaguay, Rosa; Falconi-Ontaneda, Felix; Rojas-Fermin, Luis; Gonzalez-Romero, Carolina","Chemical components and antimicrobial activity of the essential oil of Lasiocephalus ovatus (Asteraceae) that grows in Ecuador","ACTA BIOLOGICA COLOMBIANA","2020.0","10.15446/abc.v25n1.75728","Article","Univ Nacl Chimborazo, Fac Ciencias Salud, Carrera Lab Clin & Histopatol, Riobamba 060150, EcuadorUniv Los Andes, Fac Farm & Bioanal, Escuela Bioanal, Merida 5101, VenezuelaUniv Los Andes, Fac Farm & Bioanal, Inst Invest Dr Alfredo Usubillaga Hierro, Merida 5101, Venezuela","Univ Nacl Chimborazo","Ecuador"
"de Veras, Bruno Oliveira; Melo de Oliveira, Maria Betania; da Silva Oliveira, Fernanda Granja; dos Santos, Yago Queiroz; Saturnino de Oliveira, Joao Ricardhis; de Menezes Lima, Vera Lucia; Guedes da Silva Almeida, Jackson Roberto; do Amaral Ferraz Navarro, Daniela Maria; de Oliveira Farias de Aguiar, Julio Cesar Ribeiro; Aguiar, Jaciana dos Santos; Gorlach-Lira, Krystyna; Dias de Assis, Caio Rodrigo; da Silva, Marcia Vanusa; de Souza Lopes, Ana Catarina","Chemical composition and evaluation of the antinociceptive, antioxidant and antimicrobial effects of essential oil from Hymenaea cangaceira (Pinto, Mansano & Azevedo) native to Brazil: A natural medicine","JOURNAL OF ETHNOPHARMACOLOGY","2020.0","10.1016/j.jep.2019.112265","Article","Univ Fed Pernambuco, Lab Microbiol, Postgrad Trop Med, BR-50670420 Recife, PE, BrazilUniv Fed Pernambuco, Lab Nat Prod, Dept Biochem, BR-50670420 Recife, PE, BrazilFed Univ Sao Francisco Valley, Lab Nat Prod, Postgrad Biotechnol, BR-56304917 Petrolina, PE, BrazilUniv Fed Rio Grande do Norte, Lab Prot & Bioact Peptides, Dept Biochem, BR-59078970 Natal, RN, BrazilUniv Fed Pernambuco, Ctr Exact & Nat Sci, Dept Chem, BR-50670420 Recife, PE, BrazilUniv Fed Pernambuco, Lab Nat Prod, Postgrad Biotechnol, BR-50670420 Recife, PE, BrazilUniv Fed Paraiba, Lab Biol Mol Microorganisms, Dept Mol & Cellular Biol, BR-58059900 Joao Pessoa, Paraiba, Brazil",NA,"Brazil"
"Noriega, Paco; Ballesteros, Jose; De la Cruz, Alejandra; Veloz, Tatiana","Chemical Composition and Preliminary Antimicrobial Activity of the Hydroxylated Sesquiterpenes in the Essential Oil from Piper barbatum Kunth Leaves","PLANTS-BASEL","2020.0","10.3390/plants9020211","Article","Univ Politecn Salesiana, Grp Res & Dev Sci Appl Biol Resourses, Ave 12 Octubre N2422 & Wilson, Quito 170109, EcuadorUniv Politecn Salesiana, Biotechnol Engn, Km 19-5,Via Costa, Guayaquil 090901, Ecuador",NA,"Ecuador"
"Xavier, Julia Karla A. M.; Alves, Nayara Sabrina F.; Setzer, William N.; da Silva, Joyce Kelly R.","Chemical Diversity and Biological Activities of Essential Oils from Licaria, Nectrandra and Ocotea Species (Lauraceae) with Occurrence in Brazilian Biomes","BIOMOLECULES","2020.0","10.3390/biom10060869","Review","Univ Fed Para, Inst Ciencias Exatas & Nat, Programa Posgrad Quim, BR-66075900 Belem, Para, BrazilUniv Fed Para, Inst Ciencias Biol, Programa Posgrad Biotecnol, BR-66075900 Belem, Para, BrazilUniv Alabama, Dept Chem, Huntsville, AL 35899 USAAromat Plant Res Ctr, 230 N 1200 E,Suite 102, Lehi, UT 84043 USA","Aromat Plant Res Ctr","Brazil"
"Schmith, Rabeche; Lemos, Virgilio Zoppi; Rondon, Diogo Almeida; Moscon, Luiz Alexandre; Schild, Ana Lucia; Viegas Sallis, Elisa Simone; Brayer Pereira, Daniela Isabel; Marcolongo-Pereira, Clairton","Cranioesophageal Pythiosis in a Horse","ACTA SCIENTIAE VETERINARIAE","2020.0","10.22456/1679-9216.102669","Article","Ctr Univ Espirito Santo UNESC, Fac Med Vet, Colatina, ES, BrazilUniv Fed Pelotas UFPel, Lab Reg Diagnost LRD, Pelotas, RS, BrazilUniv Fed Pelotas UFPel, Dept Microbiol & Parasitol, Pelotas, RS, Brazil","Ctr Univ Espirito Santo UNESC","Brazil"
"Cornara, Laura; Xiao, Jianbo; Smeriglio, Antonella; Trombetta, Domenico; Burlando, Bruno","Emerging Exotic Fruits: New Functional Foods in the European Market","EFOOD","2020.0","10.2991/efood.k.200406.001","Review","Univ Genoa, Dept Earth Environm & Life Sci DISTAV, Corso Europa 26, I-16132 Genoa, ItalyUniv Macau, Inst Chinese Med Sci, State Key Lab Qual Res Chinese Med, Taipa, Peoples R ChinaUniv Messina, Dept Chem Biol Pharmaceut & Environm Sci, Viale F Stagno Alcontres 31, I-98166 Messina, ItalyUniv Genoa, Dept Pharm DIFAR, Viale Benedetto XV 3, I-16132 Genoa, ItalyNatl Res Council CNR, Inst Biophys, Via Marini 6, I-16149 Genoa, Italy",NA,"Italy"
"Rojas-Vera, Janne; Buitrago Diaz, Alexis; Arvelo, Francisco A.; Sojo, Felipe J.; Suarez, Alirica, I; Rojas, Luis","Essential oil composition and cytotoxic activity in two species of the plant genus Vismia (Hypericaceae) from the Venezuelan Andes","REVISTA DE BIOLOGIA TROPICAL","2020.0",NA,"Article","Univ Los Andes, Fac Pharm & Bioanal, Res Inst, Biomol Organ Res Grp, Merida, VenezuelaUniv Los Andes, Fac Pharm & Bioanal, Anal & Control Dept, Merida, VenezuelaFdn Adv Studies Inst, Biosci Ctr, Sartenejas Valley, Miranda State, VenezuelaCent Univ Venezuela, Expt Biol Inst, Tissue Cultivat & Tumor Biol Lab, Los Ilustres Ave, Caracas, VenezuelaCent Univ Venezuela, Fac Pharm, Nat Prod, Los Ilustres Ave, Caracas, VenezuelaUniv Los Andes, Fac Pharm & Bioanal, Res Inst, Merida, Venezuela","Fdn Adv Studies Inst","Other"
"da Costa, Jamile S.; da Cruz, Ellen de Nazare S.; Setzer, William N.; da Silva, Joyce Kelly do R.; Maia, Jose Guilherme S.; Figueiredo, Pablo Luis B.","Essentials Oils from Brazilian Eugenia and Syzygium Species and Their Biological Activities","BIOMOLECULES","2020.0","10.3390/biom10081155","Review","Univ Fed Para, Programa Posgrad Ciencias Farmaceut, BR-66075900 Belem, Para, BrazilUniv Fed Para, Programa Inst Bolsas Iniciacao Cient, BR-66075900 Belem, Para, BrazilUniv Alabama, Dept Chem, Huntsville, AL 35899 USAAromat Plant Res Ctr, 230 N 1200 E,Suite 100, Lehi, UT 84043 USAUniv Fed Para, Programa Posgrad Quim, BR-66075900 Belem, PA, BrazilUniv Fed Maranhao, Programa Posgrad Quim, BR-64080040 Sao Luis, Maranhao, BrazilUniv Estado Para, Dept Ciencias Nat, BR-66050540 Belem, Para, Brazil","Aromat Plant Res Ctr","Brazil"
"Guimaraes, Noranathan da Costa; Freitas-de-Sousa, Luciana A.; Scheffer de Souza, Maria Carolina; Oliveira de Almeida, Patricia D.; Dos-Santos, Maria Cristina; Nunez, Cecilia Veronica; de Oliveira, Ricardo Bezerra; Veras Mourao, Rosa Helena; de Moura, Valeria Mourao","Evaluation of the anti-snakebite, antimicrobial and antioxidant potential of Philodendron megalophyllum Schott (Araceae), traditionally used in accidents caused by snakes in the western region of Para, Brazil","TOXICON","2020.0","10.1016/j.toxicon.2020.05.024","Article","Univ Fed Oeste UFOPA, Lab Bioprospeccao & Biol Expt LabBBEx, Programa Posgrad Recursos Nat Amazonia PPGRNA, Santarem, PA, BrazilInst Butantan, Programa Posgrad Toxinol, Lab Imunopatol, Sao Paulo, SP, BrazilUniv Fed Amazonas, Inst Ciencias Biol, Lab Imunoquim, Programa Posgrad Biotecnol, Manaus, Amazonas, BrazilInst Nacl de Pesquisas da Amazonia, Lab Bioprospeccao & Biotecnol, Coordenacao Tecnol & Inovacao, Manaus, Amazonas, BrazilUniv Fed Amazonas, Fac Ciencias Farmaceut, Lab Atividade Biol Biophar, Manaus, Amazonas, Brazil","Univ Fed Oeste UFOPA","Brazil"
"Backes, Emanueli; Leichtweis, Maria G.; Pereira, Carla; Carocho, Marcio; Barreira, Joao C. M.; Genena, Aziza Kamal; Baraldi, Ilton Jose; Barreiro, Maria Filomena; Barros, Lillian; Ferreira, Isabel C. F. R.","Ficus carica L. and Prunus spinosa L. extracts as new anthocyanin-based food colorants: A thorough study in confectionery products","FOOD CHEMISTRY","2020.0","10.1016/j.foodchem.2020.127457","Article","Inst Politecn Braganca, Ctr Invest Montanha CIMO, Campus Santa Apolonia, P-5300253 Braganca, PortugalUniv Tecnol Fed Parana, Dept Acad Alimentos DAALM, Campus Medianeira, BR-85884000 Curitiba, Parana, Brazil",NA,"Brazil"
"Valdez-Nunez, Renzo A.; Rios-Ruiz, Winston F.; Ormeno-Orrillo, Ernesto; Torres-Chavez, Edson E.; Torres-Delgado, Jorge","Genetic characterization of rice endophytic bacteria (Oryza sativa L.) with antimicrobial activity against Burkholderia glumae","REVISTA ARGENTINA DE MICROBIOLOGIA","2020.0","10.1016/j.ram.2019.12.002","Article","Univ Nacl San Martin Tarapoto, San Martin, PeruUniv Nacl Agr La Molina, Fac Ciencias, Dept Biol, Lab Ecol Microbiana & Biotecnol, Lima, PeruInst Nacl Innovac Agr, Programa Nacl Arroz, Tarapoto, Peru","Univ Nacl San Martin TarapotoInst Nacl Innovac Agr","Peru"
"Rueda Furlan, Joao Pedro; Lage Gallo, Inara Fernanda; de Campos, Tatiana Amabile; Stehling, Eliana Guedes","Genomic Characterization of a Multidrug-Resistant and Hypermucoviscous/Hypervirulent Klebsiella quasipneumoniae subsp. similipneumoniae ST4417 Isolated from a Sewage Treatment Plant","MICROBIAL DRUG RESISTANCE","2020.0","10.1089/mdr.2019.0417","Article","Univ Sao Paulo, Fac Ciencias Farmaceut Ribeirao Preto, Dept Anal Clin Toxicol & Bromatol, Ave Cafe S-N, BR-14040903 Ribeirao Preto, SP, BrazilUniv Brasilia, Inst Ciencias Biol, Dept Biol Celular, Brasilia, DF, Brazil",NA,"Brazil"
"Ramos, Micaela Santana; Rueda Furlan, Joao Pedro; Lage Gallo, Inara Fernanda; Rodrigues dos Santos, Lucas David; de Campos, Tatiana Amabile; Savazzi, Eduardo Angelino; Stehling, Eliana Guedes","High Level of Resistance to Antimicrobials and Heavy Metals in Multidrug-Resistant Pseudomonas sp. Isolated from Water Sources","CURRENT MICROBIOLOGY","2020.0","10.1007/s00284-020-02052-w","Article","Univ Sao Paulo, Fac Ciencias Farmaceut Ribeirao Preto, Dept Anal Clin Toxicol & Bromatol, Av Cafe S-N, BR-14040903 Ribeirao Preto, SP, BrazilUniv Brasilia UnB, Inst Ciencias Biol, Dept Biol Celular, Brasilia, DF, BrazilCompanhia Ambiental Estado Sao Paulo CETESB, Ribeirao Preto, Brazil","Companhia Ambiental Estado Sao Paulo CETESB","Brazil"
"Monte, Daniel F. M.; Andrigheto, Cristiano; Ribeiro, Vinicius B.; Landgraf, Mariza; Destro, Maria Teresa","Highly clonal relationship amongSalmonellaEnteritidis isolates in a commercial chicken production chain, Brazil","BRAZILIAN JOURNAL OF MICROBIOLOGY","2020.0","10.1007/s42770-020-00372-4","Article","Univ Sao Paulo, Fac Pharmaceut Sci, Food Res Ctr, Dept Food & Expt Nutr, Sao Paulo, Brazil",NA,"Brazil"
"Herrera, Hector; Novotna, Alzbeta; Ortiz, Javier; Soto, Javiera; Arriagada, Cesar","Isolation and identification of plant growth-promoting bacteria from rhizomes of Arachnitis uniflora, a fully mycoheterotrophic plant in southern Chile","APPLIED SOIL ECOLOGY","2020.0","10.1016/j.apsoil.2020.103512","Article","Univ La Frontera, Fac Ciencias Agr & Forestales, Dept Ciencias Forestales, Lab Biorremediac, Temuco, ChileUniv South Bohemia, Fac Sci, Dept Ecosyst Biol, Branisovska 31, Ceske Budejovice 37005, Czech Republic",NA,"Chile"
"Teixeira, Larrayane A. C.; Carvalho, Fernanda T.; Vallim, Deyse C.; Pereira, Rodrigo C. L.; Cunha Neto, Adelino; Vieira, Bruno S.; Carvalho, Ricardo C. T.; Figueiredo, Eduardo E. S.","Listeria monocytogenes in Export-approved Beef from Mato Grosso, Brazil: Prevalence, Molecular Characterization and Resistance to Antibiotics and Disinfectants","MICROORGANISMS","2020.0","10.3390/microorganisms8010018","Article","Univ Fed Mato Grosso, Coll Nutr, BR-78060900 Cuiaba, MT, BrazilFundacao Oswaldo Cruz, Oswaldo Cruz Inst, Lab Bacterial Zoonoses, BR-21040360 Rio De Janeiro, RJ, BrazilFed Inst Educ Sci & Technol Mato Grosso, Coll Anim Sci, BR-78580000 Alta Floresta, MT, Brazil",NA,"Brazil"
"Pinheiro, Raizza Eveline E.; Chaves, Thiago P.; Melo, Eveny S.; Ali, Sultan; Ali, Shinawar Waseem; Umer, Muhammad; Gama, Gil Sander P.; Lira, Dalliane N. S.; Souza, Joao Sammy N.; Soares, Maria Jose dos S.; Santos, Andre de Souza; Mota, Rinaldo Aparecido; Freitas, Priscilla Ramos; Afzal, Muhammad Inam; Salehi, Bahare; Coutinho, Henrique Douglas Melo; Setzer, William N.; Imran, Muhammad; Sharifi-Rad, Javad","Modulatory-antibiotic activity of the essential oil from Eucalyptus citriodora against MDR bacterial strains","CELLULAR AND MOLECULAR BIOLOGY","2020.0","10.14715/cmb/2020.66.4.10","Article","Univ Fed Piaui UFPI, Campus Minis Petronio Portella,PI, BR-64049550 Teresina, PI, BrazilUniv Fed Piaui UFPI, Campus Senador Helvidio Nunes de Barros CSNHB, BR-64607670 Picos, PI, BrazilUniv Agr Faisalabad, Inst Microbiol, Faisalabad, PakistanUniv Punjab, Inst Agr Sci, Quaid I Azam Campus, Lahore 54590, PakistanCOMSATS Univ Islamabad, Dept Biosci, Pk Rd, Islamabad 45550, PakistanUniv Fed Rural Pernambuco, Dept Vet Med, BR-52171030 Recife, PE, BrazilBam Univ Med Sci, Sch Med, Student Res Comm, Bam, IranUniv Reg Cariri, Lab Microbiol & Biol Mol, BR-63105000 Crato, BrazilUniv Alabama Huntsville, Dept Chem, Huntsville, AL 35899 USAAromat Plant Res Ctr, 230 N 1200 E,Suite 100, Lehi, UT 84043 USAUniv Lahore, Univ Inst Diet & Nutr Sci, Fac Allied Hlth Sci, Lahore, PakistanShahid Beheshti Univ Med Sci, Phytochem Res Ctr, Tehran, Iran","Bam Univ Med SciAromat Plant Res Ctr","Brazil"
"de Negreiros Matos Silva, Stephanie Aguiar; Barros, Ayslan Batista; Teles Souza, Jessica Maria; Moura, Andrea Felinto; de Araujo, Alyne Rodrigues; Araujo Mendes, Maria Gabriela; Daboit, Tatiane Caroline; da Silva, Durcilene Alves; Araujo, Ana Jersia; Barreto Marinho Filho, Jose Delano","Phytochemical and biological prospection of Mimosa genus plants extracts from Brazilian northeast","PHYTOCHEMISTRY LETTERS","2020.0","10.1016/j.phytol.2020.08.010","Article","Univ Fed Delta Parnaiba UFDPAR, Lab Cultura Celulas Delta LCCDelta, Ave Sao Sebastiao, BR-64200020 Nossa Senhora De Fatima, Parnaiba, BrazilUniv Fed Delta Parnaiba UFDPAR, Nucleo Pesquisa Biodiversidade & Biotecnol BIOTEC, Ave Sao Sebastiao, BR-64200020 Nossa Senhora De Fatima, Parnaiba, BrazilUniv Fed Delta Parnaiba UFDPAR, Grp Estudos Avancados Micol GEAMICOL, Ave Sao Sebastiao, BR-64202020 Nossa Senhora De Fatima, Parnaiba, Brazil","Univ Fed Delta Parnaiba UFDPARUniv Fed Delta Parnaiba UFDPARUniv Fed Delta Parnaiba UFDPAR","Brazil"
"Boeira, Caroline Pagnossim; Piovesan, Natieli; Barcelos Flores, Deborah Cristina; Soquetta, Marcela Bromberger; Lucas, Bruna Nichelle; Heck, Rosane Teresinha; Alves, Jamila Dos Santos; Bastianello Campagnol, Paulo Cezar; Dos Santos, Daniel; Moraes Flores, Erico Marlon; da Rosa, Claudia Severo; Terra, Nelcindo Nascimento","Phytochemical characterization and antimicrobial activity of Cymbopogon citratus extract for application as natural antioxidant in fresh sausage","FOOD CHEMISTRY","2020.0","10.1016/j.foodchem.2020.126553","Article","Univ Fed Santa Maria, Ctr Rural Sci, Dept Sci & Technol Food, Av Roraima 1000,Bldg 42, BR-97105900 Santa Maria, RS, BrazilFed Inst Rio Grande do Norte, BR 405, BR-59900000 Pau Dos Ferros, RN, BrazilUniv Fed Santa Maria, Technol Ctr, Dept Chem Engn, Av Roraima 1000,Bldg 9B, BR-97105900 Santa Maria, RS, BrazilUniv Fed Santa Maria, Ctr Nat & Exact Sci, Dept Chem, Av Roraima 1000,Bldg 21, BR-97105900 Santa Maria, RS, Brazil",NA,"Brazil"
"Roumy, Vincent; Ruiz Macedo, Juan Celidonio; Bonneau, Natacha; Samaillie, Jennifer; Azaroual, Nathalie; Arevalo Encinas, Leonor; Riviere, Celine; Hennebelle, Thierry; Sahpaz, Sevser; Antherieu, Sebastien; Pincon, Claire; Neut, Christel; Siah, Ali; Gutierrez-Choquevilca, Andrea-Luz; Ruiz, Lastenia","Plant therapy in the Peruvian Amazon (Loreto) in case of infectious diseases and its antimicrobial evaluation","JOURNAL OF ETHNOPHARMACOLOGY","2020.0","10.1016/j.jep.2019.112411","Article","Univ Littoral Cote dOpale, Univ Artois, Univ Lille, INRA,ISA YNCREA,EA 7394,ICV, F-59000 Lille, FranceUNAP, Herbarium Amazonia Peruana Amazonense, Nanay Con Pevas, Iquitos, PeruUniv Lille, GRITA Grp Rech Formes Injectables & Technol Assoc, EA 7365, F-59000 Lille, FranceUniv Lille, CHU Lille, IMPact Environm Chim Sante Humaine, Inst Pasteur Lille,EA 4483,IMPECS, F-59000 Lille, FranceUniv Lille Nord France Lille, Fac Sci Pharmaceut & Biol, Lab Bacteriol, F-59006 Lille, FranceUNAP, CIRNA, LIPNAA, Nuevo San Lorenzo, Iquitos, PeruUniv Lille, CHU Lille, EA 2694, Sante Publ Epidemiol & Qual Soins, F-59000 Lille, FranceParis Sorbonne, EPHE, PSL, Lab Anthropol Sociale,UMR 7130,Coll France, F-75005 Paris, France",NA,"Peru"
"Andrade, Amanda Cristina; Urbano Marinho, Julia Fernanda; de Souza, Angelica Cristina; Tavares, Talita de Sousa; Dias, Disney Ribeiro; Schwan, Rosane Freitas; Nunes, Cleiton Antonio; Bastos, Sabrina Carvalho","Prebiotic potential of pulp and kernel cake from Jeriva (Syagrus romanzoffiana) and Macauba palm fruits (Acrocomia aculeata)","FOOD RESEARCH INTERNATIONAL","2020.0","10.1016/j.foodres.2020.109595","Article","Univ Fed Lavras, Lavras Fed Univ, Dept Nutr, Univ Campus,POB 3037, BR-37200900 Lavras, MG, BrazilLavras Fed Univ, Fed Univ Lavras, Dept Biol, Univ Campus,POB 3037, BR-37200900 Lavras, MG, BrazilLavras Fed Univ, Fed Univ Lavras, Dept Chem, Univ Campus,POB 3037, BR-37200900 Lavras, MG, BrazilLavras Fed Univ, Fed Univ Lavras, Dept Food Sci, Univ Campus,POB 3037, BR-37200900 Lavras, MG, Brazil",NA,"Brazil"
"Bueno, Irene; Verdugo, Claudio; Jimenez-Lopez, Omar; Pablo Alvarez, Pedro; Gonzalez-Rocha, Gerardo; Lima, Celia A.; Travis, Dominic A.; Wass, Britta; Zhang, Qian; Ishii, Satoshi; Singer, Randall S.","Role of wastewater treatment plants on environmental abundance of Antimicrobial Resistance Genes in Chilean rivers","INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH","2020.0","10.1016/j.ijheh.2019.10.006","Article","Univ Minnesota, Dept Vet & Biomed Sci, St Paul, MN 55108 USAUniv Austral Chile, Fac Ciencias Vet, Inst Patol Anim, Lab Ecol & Evoluc Enfermedades Infecciosas E3 Lab, Valdivia, ChileUniv Concepcion, Fac Ciencias Biol, LIAA, Dept Microbiol, Concepcion, ChileMillennium Nucleus Interdisciplinary Approach Ant, Santiago, ChileUniv Concepcion, Fac Med, Dept Med Interna, Concepcion, ChileUniv Minnesota, Dept Vet Populat Med, St Paul, MN 55108 USAUniv Minnesota, Gortner Lab BioChem 140, BioTechnol Inst, St Paul, MN 55108 USAUniv Minnesota, Dept Soil Water & Climate, St Paul, MN 55108 USA","Millennium Nucleus Interdisciplinary Approach Ant","Chile"
"Costa, Camila F.; Fusieger, Andressa; Andretta, Milimani; Camargo, Anderson C.; Carvalho, Antonio F.; Menezes, Daniel R.; Nero, Luis A.","Short communication: Potential use of passion fruit (Passiflora cincinnata) as a biopreservative in the production of coalho cheese, a traditional Brazilian cheese","JOURNAL OF DAIRY SCIENCE","2020.0","10.3168/jds.2019-17791","Article","UNIVASF, Dept Med Vet, BR-56304917 Petrofina, PE, BrazilUniv Fed Vicosa, Dept Tecnol Alimentos, BR-36570900 Vicosa, MG, BrazilUniv Fed Vicosa, Dept Vet, Lab Inspecao Prod Origem Anim, BR-36570900 Vicosa, MG, Brazil",NA,"Brazil"
"Santos, Mari C.; Koetz, Mariana; Mendez, Andreas S. L.; Henriques, Amelia T.","Ultrasound-assisted extraction optimization and validation of ultra-performance liquid chromatographic method for the quantification of miquelianin in Cuphea glutinosa leaves","TALANTA","2020.0","10.1016/j.talanta.2020.120988","Article","Univ Fed Rio Grande do Sul, Fac Pharm, Pharmacognosy Lab, Av Ipiranga 2752, BR-90610000 Porto Alegre, RS, BrazilUniv Fed Rio Grande do Sul, Postgrad Program Pharmaceut Sci, Av Ipiranga 2752, BR-90610000 Porto Alegre, RS, Brazil",NA,"Brazil"
"Funes Chaban, Macarena; Karagianni, Catherine; Belen Joray, Mariana; Toumpa, Dimitra; Sola, Claudia; Ines Crespo, Maria; Maria Palacios, Sara; Athanassopoulos, Constantinos M.; Cecilia Carpinella, Maria","Antibacterial effects of extracts obtained from plants of Argentina: Bioguided isolation of compounds from the anti-infectious medicinal plant Lepechinia meyenii","JOURNAL OF ETHNOPHARMACOLOGY","2019.0","10.1016/j.jep.2019.111930","Article","Catholic Univ Cordoba, Sch Chem, IRNASUS CONICET, Avda Armada Argentina 3555,X5016DHK, Cordoba, ArgentinaCatholic Univ Cordoba, Sch Chem, Fine Chem & Nat Prod Lab, Avda Armada Argentina 3555,X5016DHK, Cordoba, ArgentinaUniv Patras, Dept Chem, Synthet Organ Chem Lab, Rion Campus, GR-26504 Patras, GreeceNatl Univ Cordoba, Fac Chem Sci, CIBICI CONICET, Cordoba, ArgentinaNatl Univ Cordoba, Fac Chem Sci, Dept Clin Biochem, Cordoba, Argentina",NA,"Argentina"
